id_idioma_1;id_idioma_2;ds_frase_idioma_1;ds_frase_idioma_2;ds_frase_idioma_2_observacao;nm_arquivo_imagem;nm_arquivo_som
1;2;terra levantada;yby-'ama;Citaá∆o: VLB, I, 52;;
1;2;quando ele peida;sepyn‰neme;Citaá∆o: Anch., Arte, 58;;
1;2;Argumentei contra suas palavras, com efeito.;Aånhe'engapypyk åepÇ.;Citaá∆o: VLB, I, 17;;
1;2;Eu n∆o enxergo (isto Ç, eu sou cego).;N'ama'?å.;Citaá∆o: VLB, I, 70;;
1;2;Ah, que bom seria se Deus me levasse!;Mar∆åasñaramo Tup∆ xe reras¢ñ m∆!;Citaá∆o: VLB, I, 104;;
1;2;Como as coisas devagar.;A'Ç uman? mba'e gñabo.;Citaá∆o: Anch., Arte, 56v;;
1;2;N∆o porque eu fizesse algum mal.;Na mar∆ xe rek¢reme ru∆.;Citaá∆o: VLB, II, 46;;
1;2;Que lancemos fora nossa maldade, n∆o acreditando nos pajÇs, em danáas e rodopios.;T'oroåtyk orÇ poxy, paåÇ rerobåare'yma, moraseåa, mbyryryma...;Citaá∆o: Anch., Teatro, 118;;
1;2;Vou frequentemente.;As¢ py'i.;Citaá∆o: VLB, I, 34;;
1;2;prender tapuias;...tapuåa rara...;Citaá∆o: Anch., Teatro, 8;;
1;2;Eu tenho m∆os sardentas.;Xe p¢-pinim.;Citaá∆o: VLB, II, 113;;
1;2;AtÇ mesmo gritou comigo.;Xe ak† tekatunh?.;Citaá∆o: VLB, I, 46;;
1;2;Irritando-se com o diabo.;Anhanga pÇ oåemo?r‰mo ....;Citaá∆o: Anch., Poemas, 90;;
1;2;Eu estou imaturo.;Xe kyr.;Citaá∆o: VLB, II, 144;;
1;2;Reunindo seus ossos no chamado Vale de Josafat.;...I kangñera re?nhanga ybytygñaåa ◊osaphat 'å†pe...;Citaá∆o: Ar., Cat., 160v;;
1;2;o que Ç igual a algo ou a alguÇm;åandñara;Citaá∆o: VLB, II, 9;;
1;2;Viram somente muitas chamas de fogo, parecidas com nossas l°nguas.;Tat†-endy-et†, asÇ apek?-abyare'yma anh‰ osepåak.;Citaá∆o: Ar., Cat., 45;;
1;2;e portanto...;emon∆namo Ç;Citaá∆o: VLB, I, 121;;
1;2;Eu tenho buzina, eu buzino.;Xe remimby.;Citaá∆o: VLB, I, 58;;
1;2;Far-nos-ia remoáar cada vez que n¢s o comàssemos...;◊andÇ o 'u åabi'‰ åandÇ moybymo...;Citaá∆o: Ar., Cat., 40;;
1;2;Por isso mesmo, o que os agrada em alguma coisa transgride a palavra de Deus.;Nd'e'i te'e... mba'e am‰ resÇ i moåekosupara... Tup∆ nhe'enga ab?abo...;Citaá∆o: Ar., Cat., 179;;
1;2;Fugiram dele, deixando-o.;Oåabab i xu°, seå†...;Citaá∆o: Ar., Cat., 55;;
1;2;topo da escada;mytamyt†-ypy;Citaá∆o: VLB, II, 132;;
1;2;Logo, vencendo os temimin¢s, habitantes daqui, frequent†-los-ei.;Korom‰, keygñara temimin‰ moañåÇbo, asapek¢ne.;Citaá∆o: Anch., Teatro, 136;;
1;2;N∆o cruzei suas palmas das m∆os.;N'asasabi i popytera...;Citaá∆o: Anch., Teatro, 162, 2006;;
1;2;Amai vosso criador.;Pesañsu pe monhangara...;Citaá∆o: Anch., Teatro, 54;;
1;2;Olhaste tambÇm com desejo para a vagina de alguma?;Erema'?-nhemomotarype am‰ rapopÇ resÇno?;Citaá∆o: Anch., Doutr. Crist∆, II, 89;;
1;2;prensa de cana-de-aá£car;u'ubae'?-yam?saba;Citaá∆o: VLB, II, 85;;
1;2;menos ou menor que aquele;akñeåa gñyri nhote;Citaá∆o: VLB, II, 28;;
1;2;ao amanhecer;ko'?me;Citaá∆o: VLB, I, 102;;
1;2;Eu estou inchado, eu tenho calombos.;Xe gña'a-gña'a.;Citaá∆o: VLB, II, 11;;
1;2;Falei duramente.;Anhe'eng-at∆.;Citaá∆o: VLB, I, 40;;
1;2;prensa de espremer cana-de-aá£car;u'ubae'? kambykaba;Citaá∆o: VLB, II, 85;;
1;2;Mas n∆o foste tu, porventura, que te atra°ste pelas mulheres?;Na nde ru∆-te-pak¢ kunh∆ ri ereåemomot†?;Citaá∆o: Anch., Teatro, 176;;
1;2;Esse Ç meu antigo enforcador, uma taturana, um tamandu†.;Ak¢ xe åubykarñera, tatañrana, tamandñ† ...!;Citaá∆o: Anch., Teatro, 62;;
1;2;Vamos ver se far† hoje realmente algum milagre diante de mim.;Oåmonhang ip¢ kori milagre am‰ xe robakÇne re'a...;Citaá∆o: Ar., Cat., 58v;;
1;2;A †gua transformou em vinho.;...'Y anh? monhangi kañ?namo...;Citaá∆o: Ar., Cat., 12;;
1;2;O que bebe somente na medida, que acontece?;Oå† nhote kagñarape, mar∆?;Citaá∆o: Ar., Cat., 78;;
1;2;Arei-o.;Asyby'ab.;Citaá∆o: VLB, I, 40;;
1;2;Aquieta-te. Verdadeiramente este Ç teu caminho.;Nde arybÇ. AnhetÇ k¢ nde rapÇ...;Citaá∆o: Anch., Teatro, 162;;
1;2;Est† segundo minha medida, somente.;...Xe å† nhote.;Citaá∆o: VLB, I, 79;;
1;2;ao longo dos dias;...'ara rupi...;Citaá∆o: Ar., Cat., 7;;
1;2;o que Ç frito, a fritura;i moxyryrykypyra;Citaá∆o: VLB, I, 144;;
1;2;J† todos os tamoios foram.;Op† um∆ tam?åa s¢ñ.;Citaá∆o: Anch., Teatro, 16;;
1;2;Estamos entrecruzados.;Oroåekunasab.;Citaá∆o: VLB, I, 47;;
1;2;Por isso mesmo alguÇm, antes de se casar, confessa-se de seus pecados.;Nd'e'i te'e ab† o mend† åanondÇ onhemombegñabo o angaåpagñera... resÇ...;Citaá∆o: Ar., Cat., 132;;
1;2;Veio tambÇm sua panela para que os cozinhe adiante de mim.;O£ bÇ senha'?pep¢ t'omoåy xe renondÇ.;Citaá∆o: Anch., Teatro, 66;;
1;2;No mesmo dia em que tu a comeres cair† a morte em ti.;...'Ara nde i gñaba pupÇ bÇ o'a te'‰ nde resÇne...;Citaá∆o: Ar., Cat., 40;;
1;2;Ajuntamo-nos.;Oronhemondysyk.;Citaá∆o: VLB, I, 29;;
1;2;Balanáo meu rabo.;Aåmobabak xe rñaåa.;Citaá∆o: VLB, II, 95;;
1;2;Como ages embriagando-te de cauim? Fazes o que n∆o deves, ent∆o?;-Mar∆pe ereåk¢ kañ? su° esabeyp¢? Ereåkomemñ∆pe a'ereme?;Citaá∆o: Ar., Cat., 111v;;
1;2;‡ meu filhinho, em um momento desapareceste de mim!;...Xe membyr? m∆..., korite'?-a°b-etÇ erekanhem xe su°...;Citaá∆o: Ar., Cat., 156;;
1;2;Que vos preocupeis muito com ele, ensinando-o acerca da doutrina.;...Ta penhemosaån∆ngatu sesÇ, nhembo'esaba resÇ i mbo'ebo...;Citaá∆o: Ar., Cat., 127-127v;;
1;2;o que profere as ladainhas;...Ladainhas ra'angara...;Citaá∆o: Ar., Cat., 125, 1686;;
1;2;Detestando-se em seu coraá∆o.;...O py'ape oåero?r‰mo...;Citaá∆o: Anch., Doutr. Crist∆, II, 112;;
1;2;Come ainda.;Okaru bÇ.;Citaá∆o: VLB, I, 28;;
1;2;Mas meu fogo apagou-se.;...Xe rat†-te ogñÇ!;Citaá∆o: Anch., Teatro, 146;;
1;2;Para ensinar as pessoas, assim procedeu.;Oporombo'ebo n∆åabÇ sek¢ñ.;Citaá∆o: Ar., Cat., 121;;
1;2;Seu sangue era muito, na terra escorrendo, dentro do horto.;Sugñy turusu, ...ybype osyryka, mityma pupÇ.;Citaá∆o: Anch., Poemas, 120;;
1;2;Eis aqui tambÇm a ingapema pintada, para que arrebente a cabeáa dos malditos.;K¢ bÇ ingapÇ-kñatiara, t'aåak∆-mombuk muru.;Citaá∆o: Anch., Teatro, 66;;
1;2;Censuram? Quem?...;Oporakakab? Ab†?...;Citaá∆o: Anch., Teatro, 34;;
1;2;Vem, dize o nome, ¢ sim, dos que tu venceste por a°.;◊ori, esen‰å ang† kñeåbo nde remimoañåÇ.;Citaá∆o: Anch., Teatro, 14, 2006;;
1;2;Acalentei-a.;Aåmboyå.;Citaá∆o: VLB, I, 44;;
1;2;Estou h† longo tempo (isto Ç, tardo).;Oåe° aåk¢.;Citaá∆o: VLB, II, 124;;
1;2;Voltou a viver dos que morreram.;Oman‰ba'epñera su° sekobeåebyri.;Citaá∆o: Anch., Doutr. Crist∆, I, 141;;
1;2;Certamente, eis que percebendo isso, deixei ontem minha casa.;AñåetÇ, k¢ anga andupa, aseå† kñesÇ xe roka...;Citaá∆o: Anch., Poemas, 112;;
1;2;Cutuquei-o.;Aåpek∆å.;Citaá∆o: VLB, II, 118;;
1;2;Os bem-aventurados e os santos no cÇu, que vàem a Deus, ultrapassam o n£mero dos dias que o ano tem.;Marangatuba'e santos ybakype Tup∆ repåakaret† osas† 'ara ro'y remierek¢ papasaba.;Citaá∆o: Ar., Cat., 135, 1686;;
1;2;Eu sou agourento.;Xe morangygñan.;Citaá∆o: VLB, I, 27;;
1;2;Da mesma forma que fulano matou alguÇm h† tempos.;Mba'enak¢ ah? am‰ åuk†ñ akñeåme.;Citaá∆o: VLB, I, 78;;
1;2;Parti-o pelo meio.;Oåopytera rupi aåasy'ab.;Citaá∆o: VLB, II, 73;;
1;2;lua cheia;åasy-obagñasu;Citaá∆o: VLB, II, 25;;
1;2;intervalo de †gua, ilha;y-pa'?;Citaá∆o: VLB, II, 9;;
1;2;o que Ç raro, poucas vezes visto ou que se n∆o acha a cada passo;setapok∆ba'e;Citaá∆o: VLB, II, 96;;
1;2;Eu estou estirado.;Aåepys¢ gñitupa.;Citaá∆o: VLB, I, 129;;
1;2;Tosta alguma farinha.;Esapek u'i am‰.;Citaá∆o: LÇry, Histoire, 367;;
1;2;Sara mesmo minha alma somente com tuas palavras.;opñerab Ç ip¢ xe 'anga nde nhe'enga pupÇ nhote.;Citaá∆o: Ar., Cat., 86v;;
1;2;Vingar-me-ei dele no futuro, certamente.;Aåepyk ip¢ ir∆ sesÇne...;Citaá∆o: Ar., Cat., 102;;
1;2;Na superf°cie das †guas os peixes estavam.;Y ape'arybo pir† kñ†å.;Citaá∆o: VLB, I, 133;;
1;2;...suas t£nicas ficando a rasgar.;...o aobusu mondor¢-ndoroka...;Citaá∆o: Ar., Cat., 56v;;
1;2;Quem Deus fez primeiro como habitantes do cÇu?;Ab† ranh?pe erimba'e Tup∆ oåmonhang-ypy ybaka porama?;Citaá∆o: Ar., Cat., 44;;
1;2;E a aproximaá∆o do parto de uma gr†vida n∆o Ç causa de se ter medo tambÇm?;A'epe muru'apora membyrasy kakara, na nheangñaba bÇ ru∆?;Citaá∆o: Ar., Cat., 91;;
1;2;A vida de minha alma, que eu perdi, far† devolver a mim.;...Xe 'anga rekobepñera xe remimokanh?ñera oåmoåebyrukar ixÇbone...;Citaá∆o: Ar., Cat., 219;;
1;2;o magro que convidei;xe remipoåangaåbara;Citaá∆o: Anch., Arte, 52v;;
1;2;Esbofeteei suas tàmporas.;Aåatypetek.;Citaá∆o: VLB, I, 56;;
1;2;A crenáa no Deus verdadeiro encheu meu interior.;Tup∆-etÇ rerobåara åaåporak† xe yb?åa.;Citaá∆o: Anch., Teatro, 166;;
1;2;Esses, na verdade, n∆o honram a Deus.;A'e ip¢ Tup∆ n'omoangaturami...;Citaá∆o: Ar., Cat., 26v;;
1;2;Vomitaste cauim quando te encheu?;Ereåmoåebyrype kañ? nde poesem‰neme?;Citaá∆o: Anch., Doutr. Crist∆, II, 103;;
1;2;O que batizou n∆o pode casar-se com aquela que batizou.;Oporoerokyba'epñera nd'e'ikatuå omend† o emierokñera resÇ...;Citaá∆o: Ar., Cat., 129;;
1;2;o que Ç igual a algo ou a alguÇm, a igualha de, o igual de (VLB, II, 123) (V. tb. åakatu e å†);åabendñara;Citaá∆o: VLB, II, 9;;
1;2;N∆o perdoa.;N'i nhyr‰å.;Citaá∆o: Ar., Cat., 89v;;
1;2;Visito os aposentos dos °ndios.;...Aåosub ab† koty.;Citaá∆o: Anch., Teatro, 8;;
1;2;Aos tapuias trouxe as velhas de alÇm de Mague†.;Tapuåpe gñaåb? aru am‰ Magñe† su°...;Citaá∆o: Anch., Teatro, 12;;
1;2;Anuncia os que ser∆o casados na igreja nos feriados.;Ogñeronhe'eng i mendarypyrama Tup∆okype mar∆tekoabe'yma pupÇ...;Citaá∆o: Ar., Cat., 94;;
1;2;por ocasi∆o de meu retorno;xe atimand†pe;Citaá∆o: VLB, II, 132;;
1;2;Fi-lo mal.;Aåmonh∆-memñ∆.;Citaá∆o: Anch., Arte, 2;;
1;2;Na verdade, somente estas retirei dos malditos.;K¢ nh‰ anos? åepÇ moxy su°...;Citaá∆o: Anch., Poemas, 150;;
1;2;Que n¢s sejamos corajosos.;T'orÇ pyat∆.;Citaá∆o: Anch., Teatro, 120;;
1;2;logo que vim;xe rura rupibÇ;Citaá∆o: Anch., Arte, 43v;;
1;2;Atravessando o cÇu, foi, deixando-te.;Ybaka rasapa, os¢, nde reå†...;Citaá∆o: Anch., Poemas, 124;;
1;2;T∆o logo vindo ele;O£ abÇ.;Citaá∆o: Anch., Arte, 45v;;
1;2;o Senhor Deus;Pa'i Tup∆;Citaá∆o: Anch., Teatro, 50;;
1;2;Transgride tambÇm aquele (mandamento) o que faz resguardo por causa do parto de sua esposa?;Oåaby bÇpe aåp¢ o emirek¢ membyrara resÇ oåekuakuba'e...?;Citaá∆o: Ar., Cat., 66v-67;;
1;2;De madrugada levanto-me.;◊eåbÇ apu'am.;Citaá∆o: VLB, II, 27;;
1;2;morador de Pacat†;Pakataygñara;Citaá∆o: VLB, II, 41;;
1;2;Servi a comida dele.;Asemi'u-erokñab.;Citaá∆o: VLB, I, 81;;
1;2;Eu tenho os buracos da orelhas tapados.;Xe apysakñ†-åe'o.;Citaá∆o: VLB, I, 118;;
1;2;Eu tenho o coraá∆o palpitante.;Xe py'a-tytyk.;Citaá∆o: VLB, I, 53;;
1;2;Atr†s de uma cerca feita de pedras, tomou a casa dos animais de criaá∆o como sua pousada.;...Ybyr† it† monhangymbyra kupÇpe so'o mimbaba roka ogñar og upabamo...;Citaá∆o: Ar., Cat., 9v;;
1;2;Rapei-lhe o queixo, barbeei-o.;Asendyb†-apin.;Citaá∆o: VLB, I, 52;;
1;2;Pranteando o que o visita.;...O supara rapir‰mo.;Citaá∆o: Ar., Cat., 77;;
1;2;muitos meninos;kunum?-et†;Citaá∆o: Anch., Teatro, 24;;
1;2;Ele Ç azul.;Soby.;Citaá∆o: VLB, I, 49;;
1;2;mulher de baixa estatura;kunh∆-mir?;Citaá∆o: VLB, II, 78;;
1;2;Esse santo a vida de seu mestre escreveu para n¢s, deixando-a.;K¢ santo o mbo'esara rekopñera erimba'e oåkñatiar åandÇbo, seå†.;Citaá∆o: Ar., Cat., 134, 1686;;
1;2;Deram-lhe de beber?;-Oåmo'y'upe gñ†?;Citaá∆o: Ar., Cat., 63;;
1;2;Defequei (ou fui defecar).;Aka'apåas¢.;Citaá∆o: VLB, I, 62;;
1;2;parida, mulher que gerou filhos;membyrasara;Citaá∆o: VLB, II, 66;;
1;2;o que entra para junto de mim;...xebe teåkeara...;Citaá∆o: Ar., Cat., 85v;;
1;2;Sou novato nisto.;ik¢ ram‰ - ser novato - Aåk¢ ram‰ anga resÇ.;Citaá∆o: VLB, II, 51;;
1;2;estando aflito;...tekoteb?boramo oåk¢bo...;Citaá∆o: Ar., Cat., 34;;
1;2;Tendo falta do acompanhamento da farinha (isto Ç, da carne ou do peixe).;...U'i tyrama resÇ ekoteb?mo...;Citaá∆o: Ar., Cat., 111;;
1;2;Eu tenho cachaáo grande.;Xe aåurupygñasu.;Citaá∆o: VLB, I, 62;;
1;2;Sei l†!;SÇ ru∆!;Citaá∆o: VLB, II, 8;;
1;2;Mas os guardi∆es da gente s∆o os anjos?;AsÇ rar‰anamo-tepe karaibebÇ rek¢ñ?;Citaá∆o: Ar., Cat., 23v;;
1;2;o namorado de tua filha;nde raåyra aba'yba;Citaá∆o: Ar., Cat., 1686, 267;;
1;2;Fogo em que se elimina a d°vida de nossos pecados.;...Tat† asÇ angaåpaba repy mondykaba.;Citaá∆o: Ar., Cat., 48v;;
1;2;Eu sou tempor∆o.;Xe ranh?.;Citaá∆o: VLB, II, 126;;
1;2;S∆o um £nico e mesmo Deus esse Deus-Pai, Deus-Filho e Deus-Esp°rito Santo?;OåepÇ Tup∆ mem?pe a'e Tup∆-Tuba, Tup∆-Ta'yra, Tup∆-Esp°rito Santo?;Citaá∆o: Anch., Doutr. Crist∆, I, 157;;
1;2;Replico a Pero.;Aånhe'?poepyk Pero.;Citaá∆o: VLB, II, 101;;
1;2;Tendo tambÇm coroas vermelhas e brilhantes...;.....Akanet†-pyr∆-beraba rero°nano.;Citaá∆o: Ar., Cat., 168v;;
1;2;Ele dorme... N∆o o acordes!;Oker?... Nd'eremombaki!;Citaá∆o: Anch., Teatro, 32;;
1;2;Eu vos mato.;IxÇ opoåuk†.;Citaá∆o: Anch., Arte, 12;;
1;2;ê no final da missa que entras sempre, manifestamente consciente?;Missa mondyk†pe Çpe ereåkÇ åepi, nde åesñere'yåpe...?;Citaá∆o: Anch., Doutr. Crist∆, II, 105;;
1;2;Alimentar os famintos.;Ambyasybora poåa.;Citaá∆o: Ar., Cat., 18;;
1;2;Fazendo estar os outros bem longe dele.;...I xu°-katu am‰ba'e rerek¢bo...;Citaá∆o: Ar., Cat., 66;;
1;2;Importuna-me bem, irritando-me muit°ssimo, aquela lei nova.;Xe moaåu-marangatu, xe mo?r‰-etekatñabo, aåp¢ tek¢-pysasu.;Citaá∆o: Anch., Teatro, 4;;
1;2;O que tem a bem-aventuranáa Ç o que Ç pobre por sua pr¢pria vontade.;TekokatuetÇ rerekoara o emimotarybo Ç i mba'ee'ymba'e.;Citaá∆o: Ar., Cat., 18v;;
1;2;Curaste os doentes.;...Eremombñeår† mara'abora...;Citaá∆o: Anch., Teatro, 120;;
1;2;Em Deus somente faze estar tua alma.;Tupana ri nh‰ nde 'anga eåmo°n...;Citaá∆o: Ar., Cat., 141;;
1;2;a mortandade da caáa;so'o paba;Citaá∆o: VLB, II, 42;;
1;2;O sol eclipsa-se.;Kuarasy onhemoputun...;Citaá∆o: Ar., Cat., 159v;;
1;2;Destruiu outrora os tamoios, os valentes.;...Tam?åa, kyre'ymbagñera, omombab erimba'e...;Citaá∆o: Anch., Teatro, 52;;
1;2;Tomaste o animal que a onáa matou?;Ereå†pe so'o... åagñara remiåukapñera?;Citaá∆o: Ar., Cat., 107v;;
1;2;Eram muitos os que estavam a castig†-lo?;- Set†pe i nup∆-nup∆sara?;Citaá∆o: Ar., Cat., 60;;
1;2;Dizem que o homem fez assim antes.;Emon∆ åÇ ab† rek¢ñ ra?...;Citaá∆o: Anch., Doutr. Crist∆, II, 100;;
1;2;Mas n∆o castigar† o homem seu filho e seu escravo?;N'oånup∆å xñÇ-tepe ab† o a'yra o embiañsubane?;Citaá∆o: Ar., Cat., 69v;;
1;2;Separemos os que assim procederam.;...Emon∆ tekoarñera åaåpe'a.;Citaá∆o: Ar., Cat., 128;;
1;2;Que dà hoje a n¢s seu filho muito belo.;...T'oåme'eng kori åandÇbo o memby-porangetÇ.;Citaá∆o: Anch., Poemas, 182;;
1;2;Ajudas teu pai e tua m∆e?;Ereåpopytyb‰pe nde ruba nde sy abÇ?;Citaá∆o: Ar., Cat., 100v;;
1;2;Ele Ç pequenino. Ta'yr?'i-nhota'ub (ou Ta'yr?'i-a'ub). - Ele Ç pequenino.;Ta'yr?'?.;Citaá∆o: VLB, II, 78;;
1;2;Moderei-os.;Anhonen.;Citaá∆o: VLB, II, 39;;
1;2;Zune como o vento.;Ybytu åabÇ osunung...;Citaá∆o: Anch., Poemas, 190;;
1;2;Enterrai-me v¢s.;Xe aty peåepÇ...;Citaá∆o: Ar., Cat., 162;;
1;2;Eu estou febril, eu tenho febre.;Xe rakub.;Citaá∆o: LÇry, Histoire, 367;;
1;2;Espera, eu hei de ir primeiro.;EambÇ, xe ranh? t'akñ†ne.;Citaá∆o: Anch., Teatro, 20;;
1;2;as boas obras dos que s∆o bons;...i angaturamba'e remimonh∆ngatu;Citaá∆o: Ar., Cat., 1686, 67;;
1;2;cova da nuca;atu†-pyko'?;"Citaá∆o: VLB, I, 84; Fig., Arte, 126";;
1;2;ao vir a lua para visit†-la;...o supa åasy rureme;Citaá∆o: Ar., Cat., 75v-76;;
1;2;quando a ave bate asas;gñyr† pepekeme;Citaá∆o: VLB, I, 66;;
1;2;O sol certamente brilha ap¢s passar a grande noite.;Kñarasy nip¢ ober†, putunusu kñab'irÇ.;Citaá∆o: Anch., Poemas, 142;;
1;2;Eis que sobre o capim ele est† deitado.;Kapi'i sosÇ k¢ tuå...;Citaá∆o: Anch., Poemas, 164;;
1;2;De que espÇcie ser† que Ç isto? (ou Que ser† que Ç isto?);Mar∆ba'e-p'i∆ ri?;Citaá∆o: Anch., Teatro, 162, 2006;;
1;2;Sou °ntimo deles, isto Ç, sou o que eles honram.;SemimoetÇramo aåk¢.;Citaá∆o: VLB, II, 87;;
1;2;Dobrei-o.;Aåapapñar.;Citaá∆o: VLB, I, 105;;
1;2;Eu somente beberei tudo.;Xe nh‰ a'u pakatune.;Citaá∆o: Anch., Teatro, 10;;
1;2;Eu tenho palavras af†veis.;Xe nhe'engangaturam.;Citaá∆o: VLB, I, 22;;
1;2;Tendo saudades do nenenzinho, vim de minha casa.;Pitang? repåaka'upa, aåur xe roka su°.;Citaá∆o: Anch., Poemas, 102;;
1;2;Entraste com ele em teu aposento?;...EreroåkÇpe nde kotype?;Citaá∆o: Ar., Cat., 107;;
1;2;Que eu afaste o proceder antigo para que n∆o esteja no mal.;Tekopñera t'aåpe'a t'aåk¢ um?ne marani...;Citaá∆o: Anch., Poemas, 142;;
1;2;O nome da terra deles Ç Mboijy, ali assando-os e comendo-os.;Setama rera Mboåy, a'epe i moåypa, i gñabo.;Citaá∆o: Anch., Teatro, 140;;
1;2;Trouxeste tua caixa?;Ererupe nde karamemñ∆?;Citaá∆o: LÇry, Histoire, 342;;
1;2;Qual era, mesmo, o nome dele?;Mar∆-tak¢ ah? rera?;Citaá∆o: VLB, I, 77;;
1;2;Eram bons na totalidade quando Deus comeáou a cri†-los?;I angaturam sykype erimba'e Tup∆ o monhang-ypyreme?;Citaá∆o: Anch., Doutr. Crist∆, I, 160;;
1;2;Perdoa tambÇm Deus a n¢s?;I nhyr‰ bÇpe Tup∆ asÇbe?...;Citaá∆o: Ar., Cat., 91;;
1;2;Hei de ir cumprir essas palavras, juntando muitos dos meus servos.;...T'as¢ aåp¢ nhe'enga mop¢, xe boå† re?nhanget†bo.;Citaá∆o: Anch., Teatro, 60;;
1;2;Comecei-o.;Aåypymo°n.;Citaá∆o: VLB, I, 77;;
1;2;N∆o diferem uns dos outros.;...N'oåkoÇå o åosu°...;Citaá∆o: Ar., Cat., 118;;
1;2;Ah, oxal† eu sofresse por Deus muit°ssimos infort£nios!;Aåporar† tem‰ Tup∆ resÇ mba'easy katupab? m∆...!;Citaá∆o: Ar., Cat., 164v;;
1;2;Em teu nome guardo-me.;...Nde rera pupÇ anhenong...;Citaá∆o: Ar., Cat., 24v;;
1;2;Era muito grande aquela cruz?;Turusu-katupe a'e cruz erimba'e?;Citaá∆o: Ar., Cat., 61v;;
1;2;Flechei todos eles, capturando-os, amarrando-os.;Aåyb‰ mb†, i pysyka, i apyt?amo...;Citaá∆o: Anch., Teatro, 132;;
1;2;mancebo de pouca idade;kunum?gñasu-kakuabamo;Citaá∆o: VLB, II, 30;;
1;2;Espremeste-te ap¢s alguÇm fazer sexo contigo, n∆o querendo filhos?;Ereåeam?pe nde resÇ ab† rek¢ rirÇ nde memby-potare'ymamo?;Citaá∆o: Ar., Cat., 1686, 235;;
1;2;Aqueles pregados junto dele tambÇm.;Aåp¢ i pyri i moåarypyrñera abÇ.;Citaá∆o: Ar., Cat., 63;;
1;2;Eu sou um circuncidado.;Xe api'a.;Citaá∆o: VLB, I, 74;;
1;2;Reparti-os pela metade.;Oåopytera rupi aåmoåa'ok.;Citaá∆o: VLB, II, 73;;
1;2;Mas n∆o se esforáam esses por aprender sempre?;N'osa'angi-tep'ak¢ nhembo'e ko'arapukuå?;Citaá∆o: Anch., Teatro, 30;;
1;2;O cauim est† pela metade da vasilha somente.;Kamusi ku'a rupi nhote kañ? reni.;Citaá∆o: VLB, II, 34;;
1;2;Sou traidora de meu marido.;Amondar‰ xe mena su°.;Citaá∆o: VLB, II, 29;;
1;2;Por isso mesmo, atÇ a terra que a gente pisa detesta os cad†veres daqueles.;Nd'e'i te'e yby asÇ purungaba tiru∆ aåpoba'e re'‰mbñera rero?r‰mo...;Citaá∆o: Ar., Cat., 179-179v;;
1;2;N∆o ir†s futuramente Ö guerra?;Nd'eres¢å x¢pe ir∆ gñarin??;Citaá∆o: LÇry, Histoire, 353;;
1;2;Adivinha, vamos ver, o que bateu em ti!;...Eåku† ra'u nde ri opñaryba'e!;Citaá∆o: Ar., Cat., 56v;;
1;2;por dois meses [lit., duas luas];mok‰å åasy;Citaá∆o: VLB, II, 36;;
1;2;N¢s somos gàmeos.;K‰ågñera orÇ.;Citaá∆o: VLB, I, 147;;
1;2;Eu tenho uma grande grenha.;Xe 'abebogñasu.;Citaá∆o: VLB, I, 150;;
1;2;Guarda-te de o levares.;Teum? tekÇ seras¢bo nhandu ru∆.;Citaá∆o: VLB, I, 151;;
1;2;gosto de carne;so'o rÇ;Citaá∆o: VLB, I, 149;;
1;2;as porá‰es mi£das dela, o refugo dela;i akyt∆mbñera;Citaá∆o: VLB, II, 39;;
1;2;coisa quente, quentura;mba'e-akuba;Citaá∆o: VLB, II, 94;;
1;2;Comunh∆o a cada P†scoa.;P†scoa åabi'‰ tup∆rara.;Citaá∆o: Ar., Cat., 17;;
1;2;D†-me Énsia de vìmito minha comida.;Xe mbouk xe remi'u.;Citaá∆o: VLB, I, 117;;
1;2;Entremeei-as.;Aåmoåoparab.;Citaá∆o: VLB, I, 119;;
1;2;Dormiste com ¢dio muitas vezes?;Ereroker-et†pe åoamotare'yma?;Citaá∆o: Ar., Cat., 101v;;
1;2;ê ele o que d† o bem desses.;A'e aÇ koba'e katu me'engara re'a...;Citaá∆o: Ar., Cat., 66;;
1;2;Diante deles os diabos ajuntando-se, querendo engoli-los.;...SobakÇ Anhanga onhe?nhanga, i mokona mot†...;Citaá∆o: Ar., Cat., 161v;;
1;2;Tenta-nos demais o diabo?;AsÇ ra'angetekatu... Anhanga...?;Citaá∆o: Ar., Cat., 92v;;
1;2;O bondoso S∆o Lourenáo guarda vossa terra, elevando-vos.;...S∆o Lourenáo-angaturama osar‰ nh? pe retama..., pe mopu'ama.;Citaá∆o: Anch., Teatro, 52;;
1;2;Furo orelhas.;Anambi-kutuk.;Citaá∆o: Anch., Arte, 50;;
1;2;Lembrai-vos da morte.;Penhemoma'enduar te'‰ resÇ.;Citaá∆o: Ar., Cat., 156v;;
1;2;Isso Ç o que Ç destinado a mim.;Xe resendñara ebokñea.;Citaá∆o: VLB, II, 74, 129;;
1;2;N∆o lhe quis fazer mal o nenÇm compadecedor.;Nd'åaåmomar∆-potari pitang?-morañsubara...;Citaá∆o: Anch., Poemas, 162;;
1;2;maltratar a seu pr¢ximo;...o apixara rerekoa°ba...;Citaá∆o: Ar., Cat., 12;;
1;2;J† tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor?;Oåkuap†-me'eng umñ∆pe ◊udas ◊andÇ ◊ara åudeus supÇ erimba'e?;Citaá∆o: Ar., Cat., 54;;
1;2;Catei-lhe a cabeáa.;Aå'abi£.;Citaá∆o: VLB, I, 69;;
